File,Sent_ID,Sentence,Length,Category,Average Dependency,sub ID,subject,sub_subset_words,sub_subset_length,sub_subset_char_length,sub_direction,obl ID,obl,obl_subset_words,obl_subset_length,obl_subset_char_length,obl_direction 
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,785,इसलिए हम बोले नहीं अरविंद के घर छोड़ दीजिए ।,10,obl_sv,2.125,2,हम,['हम'],1,2,No Direction,1,इसलिए,['इसलिए'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,803,फ़िर जिस दिन बुखार उतरा उस दिन से 1 बार भी नहीं किया ।,14,obl_sv,2.0,4,बुखार,['बुखार'],1,5,No Direction,3,दिन,"['दिन', 'जिस']",2,6,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,815,हम देखो आ ही रहे हैं अगले हफ़्ते ।,9,sv_obl,2.142857142857143,1,हम,['हम'],1,2,No Direction,8,हफ़्ते,"['हफ़्ते', 'अगले']",2,10,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,817,तुम वीकेंड तक इंतज़ार रखो ।,6,s_obl_v,2.25,1,तुम,['तुम'],1,3,No Direction,2,वीकेंड,['वीकेंड तक'],1,8,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,824,सब कुछ ठीक हो जाए अगर ज़िंदगी की गाड़ी इसी लाइन में चलने लगे ।,15,s_obl_v,2.5384615384615383,9,गाड़ी,"['गाड़ी', 'ज़िंदगी की']",2,12,RL,11,लाइन,"['इसी', 'लाइन में']",2,10,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,831,छोटी छोटी बातों में ज़िंदगी की कितनी बड़ी खुशी होती है आज महसूस करते है ।,16,obl_sv,2.0714285714285716,9,खुशी,"['खुशी', 'ज़िंदगी की', 'कितनी', 'बड़ी']",4,20,RL,3,बातों,"['छोटी', 'छोटी', 'बातों में']",3,16,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,846,हम तो बहुत एंजॉए किए 9 साल ।,8,sv_obl,1.8333333333333333,1,हम,"['हम', 'तो']",2,4,LR,7,साल,"['साल', '9']",2,4,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,848,कहीं भी हम लोग रहे तो हम बहुत एंजॉए किए ।,11,obl_sv,2.4444444444444446,4,लोग,"['लोग', 'हम']",2,5,RL,1,कहीं,"['कहीं', 'भी']",2,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,850,सोनी अगर सब कुछ ठीक ठाक हो जाए ना या नहीं भी हो पाए तो हम ये फ़्लोरीडा छोड़ के कहीं और भी प्रॉजेक्ट मिले तो उस में चले जाएँगे ।,31,s_obl_v,3.7586206896551726,16,हम,['हम'],1,2,No Direction,27,उस,['उस में'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,855,फ़िर हम लोग जहाँ रहेंगे साथ रहेंगे ।,8,s_obl_v,2.5,3,लोग,"['लोग', 'हम']",2,5,RL,6,साथ,['साथ'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,877,तो इसलिए तुम एंजॉय करना ।,6,obl_sv,2.5,3,तुम,['तुम'],1,3,No Direction,2,इसलिए,['इसलिए'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,879,हमेशा चेहरे पे मुस्कान होनी चाहिए ।,7,obl_sv,2.0,4,मुस्कान,['मुस्कान'],1,7,No Direction,2,चेहरे,['चेहरे पे'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,889,बुरकी से तो हम लगा सकते थे ।,8,obl_sv,1.8333333333333333,4,हम,['हम'],1,2,No Direction,1,बुरकी,"['बुरकी से', 'तो']",2,9,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,903,सोचते हैं आएँगे तो भइया फ़िर अच्छे मूड में बात करेंगे तो उन को कहेंगे कि हम ओकला में ही घर ले ले 1 महीने के लिए ।,29,s_obl_v,3.962962962962963,5,भइया,['भइया'],1,4,No Direction,8,मूड,"['अच्छे', 'मूड में']",2,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,911,अगर वो बहुत मना करेंगे तो तुम को छोड़ के हम कहीं और रहेंगे ।,15,s_obl_v,3.1538461538461537,11,हम,['हम'],1,2,No Direction,13,और,"['और', 'कहीं']",2,6,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,912,तुम से अलग रहने में हम को भी तो खलेगा ही लेकिन ।,13,obl_sv,2.272727272727273,6,हम,"['हम को', 'भी', 'तो']",3,8,LR,4,रहने,"['तुम से', 'अलग', 'रहने में']",3,15,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,917,जब आप वर्जीनिया थे तो कैसे काम चला था ।,10,obl_sv,2.0,7,काम,['काम'],1,3,No Direction,6,कैसे,['कैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,929,तुम जाओगी टैक्सी से आ जाओगी टैक्सी से ।,9,sv_obl,1.4285714285714286,1,तुम,['तुम'],1,3,No Direction,3,टैक्सी,['टैक्सी से'],1,8,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,933,और रोज जो जाना है रेडिएशन के लिए वो पगलू ।,11,obl_sv,2.5555555555555554,3,जो,['जो'],1,2,No Direction,2,रोज,['रोज'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,933,और रोज जो जाना है रेडिएशन के लिए वो पगलू ।,11,obl_sv,2.5555555555555554,9,वो,['वो'],1,2,No Direction,6,रेडिएशन,"['जाना', 'रोज', 'जो', 'है', 'रेडिएशन के', 'रेडिएशन लिए']",6,30,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,943,हम को देखने ही दो अभी ।,7,sv_obl,1.8,1,हम,['हम को'],1,4,LR,6,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,986,अब तो कोई दिक्कत होनी नहीं चहिए ।,8,obl_sv,1.6666666666666667,4,दिक्कत,"['दिक्कत', 'कोई']",2,9,RL,1,अब,"['अब', 'तो']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,987,कोई मिसअंडरस्टैंडिंग नहीं होनी चहिए ।,7,obl_sv,1.8,3,मिसअंडरस्टैंडिंग,"['मिसअंडरस्टैंडिंग', 'कोई']",2,19,RL,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1002,जानती हो पिछले 1 घंटे में बहुत ज़्यादा बर्फ़ पिघली है ।,12,obl_sv,2.3,9,बर्फ़,"['बर्फ़', 'ज़्यादा', 'बहुत']",3,14,RL,5,घंटे,"['पिछले', '1', 'घंटे में']",3,13,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1004,अब सड़क काली काली दिखने लगी है ।,8,obl_sv,2.1666666666666665,2,सड़क,['सड़क'],1,3,No Direction,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1012,और कल भी धूप निकल जाए तो और भी अच्छा है ।,12,obl_sv,2.2,4,धूप,['धूप'],1,3,No Direction,2,कल,"['कल', 'भी']",2,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1016,नीचे धूप ही नहीं लग रहा तो पिघलेगा कहाँ ।,10,obl_sv,1.875,2,धूप,"['धूप', 'ही']",2,5,LR,1,नीचे,['नीचे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1022,अभी छत तक की बर्फ़ नहीं पिघली है ।,9,obl_sv,2.2857142857142856,5,बर्फ़,"['बर्फ़', 'छत तक', 'छत की']",3,12,RL,1,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1037,अब सब गाड़ी तलाब में तैर तैर के आ जा रही है ।,13,obl_sv,2.727272727272727,3,गाड़ी,"['गाड़ी', 'सब']",2,6,RL,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1055,और अपना क्रिएट किया हुआ दुख में हम लोग परेशान रहते हैं ।,13,obl_sv,2.6363636363636362,9,लोग,"['लोग', 'हम']",2,5,RL,6,दुख,"['अपना', 'किया', 'क्रिएट', 'हुआ', 'दुख में']",5,23,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1057,इस बार सब कुछ ठीक ठाक हो जाए ना फ़िर सारी ज़िंदगी बहुत आराम से रिलैक्स हो के बिना परेशानी के भगवान का नाम ले के गुज़ारना है ।,29,obl_sv,4.185185185185185,4,कुछ,"['कुछ', 'सब']",2,5,RL,2,बार,"['बार', 'इस']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1078,सब कोई कहाँ गया है ।,6,s_obl_v,1.25,2,कोई,"['कोई', 'सब']",2,5,RL,3,कहाँ,['कहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1089,सोनी बोल रही थी कि बहुत अच्छा से बात की ।,12,s_obl_v,3.0,6,भाभी,['भाभी'],1,4,No Direction,8,अच्छा,"['बहुत', 'अच्छा से']",2,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1095,मैं ने भोली भइया को ये कहा कि सोनी बोल रही थी कि मधू बहुत अच्छा से बात की ।,20,s_obl_v,2.7222222222222223,14,मधू,['मधू'],1,3,No Direction,16,अच्छा,"['बहुत', 'अच्छा से']",2,11,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6556_BP.conllu,1104,क्योंकि अगर तबीयत ठीक हो तो उन के मुहँ से दहाड़ नहीं निकले ऐसा नहीं हो सकता ।,18,obl_sv,2.8125,11,दहाड़,['दहाड़'],1,5,No Direction,9,मुहँ,"['उन के', 'मुहँ से']",2,10,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,27,तुम गया था क्या ।,5,sv_obl,1.3333333333333333,1,तुम,['तुम'],1,3,No Direction,4,क्या,['क्या'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,36,उस को तेरे से मिला ।,6,s_obl_v,2.0,1,उस,['उस को'],1,4,LR,3,तेरे,['तेरे से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,37,अबे उस को कैसे मिला ।,6,s_obl_v,2.25,2,उस,['उस को'],1,4,LR,4,कैसे,['कैसे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,116,और उन लोग रिकार्ड करेगा और उन लोग उस पे रिसर्च करेगा ।,13,s_obl_v,2.8181818181818183,8,लोग,"['लोग', 'उन']",2,5,RL,9,उस,['उस पे'],1,4,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,118,तो तुम को अगर करना है तो तुम लिख लो मेरे से ।,13,sv_obl,1.9090909090909092,8,तुम,['तुम'],1,3,No Direction,11,मेरे,['मेरे से'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,140,तो बोलना कि ऐसे हम सुने है ऐसा करवा रहे हैं ।,13,obl_sv,2.0,5,हम,['हम'],1,2,No Direction,4,ऐसे,['ऐसे'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,200,इस बार एक्चुअली साउथ इंडियन क्राउड नहीं आया ।,9,obl_sv,2.4285714285714284,6,क्राउड,"['क्राउड', 'इंडियन', 'साउथ']",3,16,RL,2,बार,"['बार', 'इस']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,244,अबे ये भी रिकार्ड होता होगा क्या ।,8,sv_obl,2.0,2,ये,"['ये', 'भी']",2,4,LR,7,क्या,['क्या'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,295,हाँ यहाँ भी बहुत लोग कर रहा है मालूम है ।,11,obl_sv,2.4444444444444446,5,लोग,"['लोग', 'बहुत']",2,7,RL,2,यहाँ,"['यहाँ', 'भी']",2,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,324,मेरा हो जाएगा ऑगस्ट तक ।,6,sv_obl,1.25,1,मेरा,['मेरा'],1,4,No Direction,4,ऑगस्ट,['ऑगस्ट तक'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,356,मैं भी क्या कर रहा हूँ मालूम है एक साल में खतम करने की कोशिश कर रहा हूँ ।,19,s_obl_v,2.0,1,मैं,"['मैं', 'भी']",2,5,LR,3,क्या,['क्या'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,396,क्यों नहीं करना चाहता हूँ ।,7,s_obl_v,2.2,1,मैं,['मैं'],1,3,No Direction,2,क्यों,['क्यों'],1,5,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,397,अभी देखो मैं अगर यहीं कंटिन्यू करूँ ना तो मेरा भी ऑगस्ट तक खतम हो रहा है ।,18,s_obl_v,3.3125,3,मैं,['मैं'],1,3,No Direction,5,यहीं,['यहीं'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,397,अभी देखो मैं अगर यहीं कंटिन्यू करूँ ना तो मेरा भी ऑगस्ट तक खतम हो रहा है ।,18,s_obl_v,3.3125,10,मेरा,"['मेरा', 'भी']",2,6,LR,12,ऑगस्ट,['ऑगस्ट तक'],1,7,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,406,मेरा इस में या नेक्स्ट स्प्रिंग में खतम होगा फ़िर ।,12,s_obl_v,3.2,1,मेरा,['मेरा'],1,4,No Direction,3,फॉल,"['इस', 'फॉल में', 'स्प्रिंग', 'या', 'नेक्स्ट', 'फॉल में']",6,31,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,445,तो हर जगह स्टेशन सब बना हुआ है ।,9,obl_sv,2.142857142857143,4,स्टेशन,"['स्टेशन', 'सब']",2,8,LR,3,जगह,"['जगह', 'हर']",2,5,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,495,फ़िर हम डिसेम्बर ग्रैजूएट करेंगे फ़िर ।,7,s_obl_v,2.2,2,हम,['हम'],1,2,No Direction,3,डिसेम्बर,['डिसेम्बर'],1,8,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,526,तो एम्प्लॉयर 2 बार सोचेगा तुम को लेने के पहले ।,11,s_obl_v,2.0,2,एम्प्लॉयर,['एम्प्लॉयर'],1,9,No Direction,4,बार,"['बार', '2']",2,4,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,544,तुम कर रहे की नहीं लबक में चुदाई ।,9,sv_obl,2.4285714285714284,1,तुम,['तुम'],1,3,No Direction,6,लबक,['लबक में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,572,अरे बॉम्बे ऑफिस चुदा हुआ है आजकल ।,8,sv_obl,1.8333333333333333,3,ऑफिस,"['ऑफिस', 'बॉम्बे']",2,10,RL,7,आजकल,['आजकल'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,582,एरइंडिया बिल्डिंग से भगा देगा रे बॉम्बे ।,8,obl_vs,1.6666666666666667,7,बॉम्बे,['बॉम्बे'],1,6,No Direction,2,बिल्डिंग,"['एरइंडिया', 'बिल्डिंग से']",2,18,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,588,पूरा ट्रैवलिंग वाला फ़ट गया इन लोग का ।,9,sv_obl,1.4285714285714286,2,ट्रैवलिंग,"['पूरा', 'ट्रैवलिंग वाला']",2,17,Both,7,लोग,"['इन', 'लोग का']",2,7,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,590,[incomprehensible] नीचे हो जाएगा ।,5,s_obl_v,1.3333333333333333,1,[incomprehensible],['[incomprehensible]'],1,18,No Direction,2,नीचे,['नीचे'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,609,अरे मेरे को इस का चिट्ठी आया ।,8,obl_sv,2.6666666666666665,6,चिट्ठी,"['चिट्ठी', 'इस का']",2,10,RL,2,मेरे,['मेरे को'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,617,सैम का चिट्ठी एक आया मेरे को ।,8,sv_obl,1.3333333333333333,3,चिट्ठी,"['चिट्ठी', 'सैम का', 'एक']",3,13,Both,6,मेरे,['मेरे को'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,636,वो कहाँ गया ।,4,s_obl_v,1.5,1,वो,['वो'],1,2,No Direction,2,कहाँ,['कहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,638,कहाँ गया वो ।,4,obl_vs,1.0,3,वो,['वो'],1,2,No Direction,1,कहाँ,['कहाँ'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,639,वो यहाँ ही आने की कोशिश कर रहा है अभी ।,11,sv_obl,2.111111111111111,1,वो,['वो'],1,2,No Direction,10,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,669,तो तुम लोग कितना लोग रहता है 1 घर में ।,11,sv_obl,1.8888888888888888,5,लोग,"['लोग', 'कितना']",2,8,RL,9,घर,"['1', 'घर में']",2,6,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,671,हम लोग दो जन रहते है ।,7,s_obl_v,1.4,2,लोग,"['लोग', 'हम']",2,5,RL,4,जन,"['जन', 'दो']",2,4,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,689,टीवी के चक्कर में रिज़ल्ट खराब होता है ।,9,obl_sv,1.7142857142857142,5,रिज़ल्ट,['रिज़ल्ट'],1,6,No Direction,3,चक्कर,"['टीवी के', 'चक्कर में']",2,14,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,735,600 से नहीं होता है कार वार ।,8,obl_vs,1.5,6,कार,"['कार', 'वार']",2,6,LR,1,600,['600 से'],1,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,800,उस के बाद 12 बजे है ना क्या हुआ और 1 बड़ा इंडियन गैंग आया अपने घर पे ।,19,obl_sv,2.0588235294117645,8,क्या,"['क्या', 'आया', 'गैंग', '1', 'और', 'बड़ा', 'इंडियन', 'अपने', 'घर पे']",9,31,LR,5,बजे,"['बजे', 'उस के', 'उस बाद', '12', 'है', 'ना']",6,18,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,800,उस के बाद 12 बजे है ना क्या हुआ और 1 बड़ा इंडियन गैंग आया अपने घर पे ।,19,sv_obl,2.0588235294117645,14,गैंग,"['गैंग', '1', 'और', 'बड़ा', 'इंडियन']",5,16,RL,17,घर,"['अपने', 'घर पे']",2,8,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,809,हम एक्चुअली गए थे 1 डॉक्टर के यहाँ पे ।,10,sv_obl,1.75,1,हम,['हम'],1,2,No Direction,8,यहाँ,"['1', 'डॉक्टर के', 'यहाँ पे']",3,15,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,842,हम भी इसी बहाने मस्ती ले लेते हैं बस ।,10,s_obl_v,2.0,1,हम,"['हम', 'भी']",2,4,LR,4,बहाने,"['बहाने', 'इसी']",2,8,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,847,अपना दिन गुज़र रहा है किसी तरह से यार ।,10,sv_obl,2.125,2,दिन,"['दिन', 'अपना']",2,7,RL,7,तरह,"['किसी', 'तरह से']",2,9,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,863,मैं तुम को भेजा नहीं क्या ।,7,sv_obl,1.8,1,मैं,['मैं'],1,3,No Direction,6,क्या,['क्या'],1,4,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,890,अब यहाँ आ के साला खा खा के ना तोंद निकल गया ।,13,obl_sv,3.5454545454545454,10,तोंद,['तोंद'],1,4,No Direction,1,अब,['अब'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,897,तोंद निकल गया जानते यहाँ पे ।,7,sv_obl,1.6,1,तोंद,['तोंद'],1,4,No Direction,5,यहाँ,['यहाँ पे'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,913,वो लोग जा रहे थे न्यू यॉर्क ।,8,sv_obl,1.6666666666666667,2,लोग,"['लोग', 'वो']",2,5,RL,7,यॉर्क,"['यॉर्क', 'न्यू']",2,9,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,924,वो तो इधर हाइट हो गया बहुत ।,8,s_obl_v,1.8333333333333333,1,वो,"['वो', 'तो']",2,4,LR,3,इधर,['इधर'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,931,इधर स्नो होता ही नहीं मालूम है ।,8,obl_sv,1.6666666666666667,2,स्नो,['स्नो'],1,4,No Direction,1,इधर,['इधर'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,932,1 ही दिन स्नो हुआ ।,6,obl_sv,1.5,4,स्नो,['स्नो'],1,4,No Direction,3,दिन,"['दिन', '1', 'ही']",3,6,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,937,इधर तो एकदम स्नो नहीं होता मालूम है ।,9,obl_sv,2.0,4,स्नो,['स्नो'],1,4,No Direction,1,इधर,"['इधर', 'तो']",2,5,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,944,आज बहुत स्नो पिघल गया ।,6,obl_sv,1.5,3,स्नो,"['स्नो', 'बहुत']",2,8,RL,1,आज,['आज'],1,2,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,953,टेक्सस तो यार इक्वेटर के आस पास हो रहा है ।,11,s_obl_v,2.888888888888889,1,टेक्सस,"['टेक्सस', 'तो']",2,8,LR,4,इक्वेटर,"['इक्वेटर के', 'इक्वेटर आस', 'इक्वेटर पास']",3,28,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,999,दुर्गा पूजा में जाएगा तू ।,6,obl_vs,1.25,5,तू,['तू'],1,2,No Direction,2,पूजा,"['दुर्गा', 'पूजा में']",2,13,Both
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1009,फ़िर तुम गया भाड़ में ।,6,sv_obl,1.25,2,तुम,['तुम'],1,3,No Direction,4,भाड़,['भाड़ में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1031,इंडिया जाना तुम को ।,5,obl_vs,1.0,3,तुम,['तुम को'],1,5,LR,1,इंडिया,['इंडिया'],1,6,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1056,वो भी एससीएम में ही स्पेशलाइज़ किया है ।,9,s_obl_v,2.2857142857142856,1,वो,"['वो', 'भी']",2,4,LR,3,एससीएम,"['एससीएम में', 'ही']",2,11,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1077,अच्छा भी ले रहे हैं इस सेमेसटर ।,9,sv_obl,2.0,2,हम,"['हम', 'भी']",2,4,LR,8,सेमेसटर,"['सेमेसटर', 'इस']",2,9,RL
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1086,सो अभी पूरा लैंग्वेज फ़्यूचर हो गया है ।,9,obl_sv,2.2857142857142856,4,लैंग्वेज,"['लैंग्वेज', 'पूरा']",2,12,RL,2,अभी,['अभी'],1,3,No Direction
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1087,अभी सीख लिया तो बाद में तेरे को एकदम पूरा बम बम हो जाएगा ।,15,obl_sv,3.6153846153846154,7,तेरे,['तेरे को'],1,6,LR,5,बाद,['बाद में'],1,6,LR
../../Dialouge Corpus Filttered\parse_gold_filttered\Phase3\Phase3_gold\hi_6563_BP.conllu,1099,तो वो टेक्सस अर्लिंग्टन गया है ।,7,s_obl_v,2.0,2,वो,['वो'],1,2,No Direction,4,अर्लिंग्टन,"['अर्लिंग्टन', 'टेक्सस']",2,16,RL
